descricao;endereco;area;quartos;wc;vagas;valor;condominio;wlink
Apartamento impecável super mobiliado ou semi-mobiliado 36m2 1 quarto centro;Avenida Marechal Floriano PeixotoCuritibaParaná;['60'];[1];[1];[1];298000;300;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS298000-id-2482572829/
Apartamento de 62 metros quadrados no bairro Bacacheri com 3 quartos;Rua Costa RicaCuritibaParaná;['91'];[3];[1];[1];272964;422;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-62m2-venda-RS272964-id-2427746359/
Apartamento de 109 metros quadrados no bairro Água Verde com 3 quartos;Travessa LangeCuritibaParaná;['169'];[3];[3];[1];580000;710;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-109m2-venda-RS580000-id-2427786525/
Apartamento de 66 metros quadrados no bairro Cristo Rei com 2 quartos;Rua Sanito RochaCuritibaParaná;['101'];[2];[2];[1];448000;375;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-com-garagem-66m2-venda-RS448000-id-2427692269/
Apartamento para venda possui 157 metros quadrados com 3 quartos em Água Verde - Curitiba - Paraná;Rua Alferes Ângelo SampaioCuritibaParaná;[];[3];[4];[2];1550000;830;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-157m2-venda-RS1550000-id-2489471481/
Apartamento para venda possui 50 metros quadrados com 2 quartos em Xaxim - Curitiba - Paraná;Rua David TowsCuritibaParaná;['59'];[2];[1];[1];235000;232;https://www.vivareal.com.br/imovel/apartamento-2-quartos-xaxim-bairros-curitiba-com-garagem-50m2-venda-RS235000-id-2534487729/
Apartamento de 36 metros quadrados no bairro Centro com 1 quarto;Rua Nilo CairoCuritibaParaná;['67'];[1];[1];[1];250000;254;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS250000-id-2427784185/
Apartamento de 52 metros quadrados no bairro Cristo Rei com 2 quartos;Rua Francisco Alves GuimarãesCuritibaParaná;['68'];[2];[1];[0];200000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-cristo-rei-bairros-curitiba-52m2-venda-RS200000-id-2230405916/
Apartamento de 29 metros quadrados no bairro Prado Velho com 1 quarto;Rua Professora Regina Casagrande MarinoniCuritibaParaná;['43'];[1];[1];[0];210000;400;https://www.vivareal.com.br/imovel/apartamento-1-quartos-prado-velho-bairros-curitiba-29m2-venda-RS210000-id-2427784619/
Apartamento;Rua Hilário MoroCuritibaParaná;['110'];[3];[2];[1];425000;350;https://www.vivareal.com.br/imovel/apartamento-3-quartos-tingui-bairros-curitiba-com-garagem-61m2-venda-RS425000-id-2427780201/
Linda cobertura duplex, na melhor localidade do Bacacheri.;Rua Gago CoutinhoCuritibaParaná;['250'];[3];[4];[2];890000;900;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-140m2-venda-RS890000-id-2521551274/
Apartamento de 100 metros quadrados no bairro Alto da Glória com 3 quartos;Rua Barão de GuaraúnaCuritibaParaná;['140'];[3];[2];[1];750000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-alto-da-gloria-bairros-curitiba-com-garagem-100m2-venda-RS750000-id-2429961025/
Apartamento ensolarado. Andar alto.;Rua Francisco TorresCuritibaParaná;['72'];[2];[2];[1];350000;700;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-68m2-venda-RS350000-id-2525830380/
Garden Sevilha - Apartamento para venda com 3 quartos em Boa Vista - Curitiba - Paraná;Rua Jovino do RosárioCuritibaParaná;['102'];[3];[2];[1];510000;450;https://www.vivareal.com.br/imovel/apartamento-3-quartos-boa-vista-bairros-curitiba-com-garagem-70m2-venda-RS510000-id-2535249659/
Studios na melhor região do Bigorrilho *Lançamento*;Rua Martim AfonsoCuritibaParaná;['35'];[1];[1];[];206900;270;https://www.vivareal.com.br/imovel/apartamento-1-quartos-bigorrilho-bairros-curitiba-20m2-venda-RS206900-id-2534859075/
Apartamento para venda possui 54 metros quadrados com 2 quartos em Novo Mundo - Curitiba - Paraná;Avenida BrasíliaCuritibaParaná;['75'];[2];[1];[1];250000;333;https://www.vivareal.com.br/imovel/apartamento-2-quartos-novo-mundo-bairros-curitiba-com-garagem-54m2-venda-RS250000-id-2525578311/
Apartamento super espaçoso no melhor do centro de Curitiba - Paraná;Rua Visconde do Rio BrancoCuritibaParaná;['189'];[4];[3];[1];480000;1465;https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-178m2-venda-RS480000-id-2524549499/
Apartamento para venda possui 79 metros quadrados com 2 quartos;Rua Hildebrando de AraújoCuritibaParaná;[];[2];[1];[1];430000;250;https://www.vivareal.com.br/imovel/apartamento-2-quartos-jardim-botanico-bairros-curitiba-com-garagem-79m2-venda-RS430000-id-2534373195/
APARTAMENTO COM 3 QUARTOS NO ÁGUA VERDE;Travessa Capitão Clementino ParanáCuritibaParaná;['112'];[3];[2];[1];390000;467;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-71m2-venda-RS390000-id-2536876778/
Condomínio Plaza Sprada - Campo Comprido - 3 quartos (suíte) e 1 garagem;Rua Eduardo SpradaCuritibaParaná;['99'];[3];[2];[1];399000;532;https://www.vivareal.com.br/imovel/apartamento-3-quartos-campo-comprido-bairros-curitiba-com-garagem-65m2-venda-RS399000-id-2536954576/
Apartamento para venda mobiliado - Residencial Anoara- tem 99 metros quadrados com 3 quartos;Rua Afonso PiottoCuritibaParaná;[];[3];[1];[1];270000;340;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cidade-industrial-bairros-curitiba-com-garagem-78m2-venda-RS270000-id-2490155194/
Apartamento 64 m;;[];[2];[2];[1];450000;350;https://www.vivareal.com.br/imovel/apartamento-2-quartos-boa-vista-bairros-curitiba-com-garagem-64m2-venda-RS450000-id-2513979501/
Apartamento para venda com 72 metros quadrados com 3 quartos em Atuba - Curitiba - Paraná;Avenida Marechal Mascarenhas de MoraesCuritibaParaná;[];[3];[2];[1];310000;490;https://www.vivareal.com.br/imovel/apartamento-3-quartos-atuba-bairros-curitiba-com-garagem-72m2-venda-RS310000-id-2531052360/
Apartamento com 3 quartos com 112 m² no Cabral;Avenida Anita GaribaldiCuritibaParaná;[];[3];[3];[2];700000;850;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-112m2-venda-RS700000-id-2536432301/
Apartamento para venda com 50 metros quadrados com 2 quartos em Capão Raso - Curitiba - Paraná;Rua Magdalena de AlmeidaCuritibaParaná;['56'];[2];[1];[1];210000;380;https://www.vivareal.com.br/imovel/apartamento-2-quartos-capao-raso-bairros-curitiba-com-garagem-50m2-venda-RS210000-id-2531820435/
Apartamento a venda com 57 metros quadrados com 1 quarto e garagem;Rua Presidente Carlos CavalcantiCuritibaParaná;['92'];[1];[1];[1];340000;500;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-57m2-venda-RS340000-id-2505952188/
Excelente Apartamento semimobiliado - Bairro Cabral;Rua Abílio PeixotoCuritibaParaná;['160'];[3];[3];[2];695000;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-92m2-venda-RS695000-id-2533077496/
APARTAMENTO COM 4 QUARTOS NO BAIRRO VILA IZABEL;Rua ParintinsCuritibaParaná;['198'];[4];[3];[2];950000;650;https://www.vivareal.com.br/imovel/apartamento-4-quartos-vila-izabel-bairros-curitiba-com-garagem-198m2-venda-RS950000-id-2536670099/
Apartamento no Batel 80 m2 privativos com 2 quartos em Batel - Curitiba - Pr;Rua Teixeira CoelhoCuritibaParaná;['147'];[2];[2];[2];899000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-batel-bairros-curitiba-com-garagem-79m2-venda-RS899000-id-2497899297/
INCRÍVEL APARTAMENTO TOTALMENTE AUTOMATIZADO!;Rua Quintino BocaiúvaCuritibaParaná;['410'];[3];[5];[3];3003300;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-228m2-venda-RS3003300-id-2536803582/
Apartamento de 2 Dormitorios e 1 vaga no Portão, na Rua Amadeu do Amaral, no condomínio Frei Miguel;Rua Amadeu do AmaralCuritibaParaná;[];[2];[1];[1];160000;366;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-55m2-venda-RS160000-id-2531810882/
Apartamento de 94 metros quadrados no bairro Água Verde com 2 quartos;Rua PalmeirasCuritibaParaná;['160'];[2];[2];[2];740000;700;https://www.vivareal.com.br/imovel/apartamento-2-quartos-agua-verde-bairros-curitiba-com-garagem-94m2-venda-RS740000-id-2427704109/
OPORTUNIDADE NO CRISTO REI!!;Rua Coronel Pedro Scherer SobrinhoCuritibaParaná;['82'];[3];[2];[1];454909;500;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-64m2-venda-RS454909-id-2531774876/
PINHEIRINHO - Apartamento Mobiliado! 2 quartos com suíte. 1 vaga. 62,06 m². Home Club UP LIFE. R$ 29;Rua Reinaldo StoccoCuritibaParaná;['62'];[2];[2];[1];295000;450;https://www.vivareal.com.br/imovel/apartamento-2-quartos-pinheirinho-bairros-curitiba-com-garagem-62m2-venda-RS295000-id-2536343230/
Apartamento para Venda em Curitiba, Portão, 3 dormitórios, 1 suíte, 3 banheiros, 1 vaga;Rua MorretesCuritibaParaná;['130'];[3];[3];[1];335000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-88m2-venda-RS335000-id-2531851896/
BELÍSSIMO APARTAMENTO NO CABRAL!!;Rua Vereador Garcia Rodrigues VelhoCuritibaParaná;['612'];[3];[5];[4];5485909;3000;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-315m2-venda-RS5485909-id-2536021776/
Apartamento com 03 quartos no Água Verde-1514-HABITEC;Rua Petit CarneiroCuritibaParaná;['129'];[3];[3];[3];750000;;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-129m2-venda-RS750000-id-2536723599/
APARTAMENTO CENTRAL 2 DORM 56,33 M²;Rua Euclides da CunhaCuritibaParaná;['70'];[2];[1];[1];280000;500;https://www.vivareal.com.br/imovel/apartamento-2-quartos-bigorrilho-bairros-curitiba-com-garagem-56m2-venda-RS280000-id-2524037545/
Studio para Venda em Curitiba, Centro, 1 dormitório, 1 banheiro;Rua Nunes MachadoCuritibaParaná;['47'];[1];[1];[0];240000;;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-33m2-venda-RS240000-id-2525175330/
Apartamento de 126 metros quadrados no bairro Portão com 3 quartos;Rua Professora Doracy CezzarinoCuritibaParaná;['228'];[3];[5];[2];849000;730;https://www.vivareal.com.br/imovel/apartamento-3-quartos-portao-bairros-curitiba-com-garagem-126m2-venda-RS849000-id-2427731270/
Apartamento para venda com 111 metros quadrados com 3 quartos em Bacacheri - Curitiba - PR;Rua CanadáCuritibaParaná;[];[3];[2];[2];852415;700;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-111m2-venda-RS852415-id-2531976774/
Excelente apartamento, 03 quartos sendo 01 suíte, com vaga no Água Verde;Rua Alcebíades PlaisantCuritibaParaná;['115'];[3];[2];[1];475000;403;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-84m2-venda-RS475000-id-2532440732/
Apartamento para Venda em Curitiba, Fazendinha, 3 dormitórios, 1 suíte, 1 banheiro, 1 vaga;Rua Antônio DalmarcoCuritibaParaná;['69'];[3];[1];[1];250000;300;https://www.vivareal.com.br/imovel/apartamento-3-quartos-fazendinha-bairros-curitiba-com-garagem-62m2-venda-RS250000-id-2537218835/
Apartamento para venda com 45 metros quadrados com 1 quarto em Centro - Curitiba - PR;Rua Nilo CairoCuritibaParaná;['65'];[1];[1];[1];180000;400;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-45m2-venda-RS180000-id-2526707379/
Apartamento com 3 quartos sendo 1 suíte e 95m² de área privativa- 2 vagas de garagem no melh;Rua Monsenhor Ivo ZanlorenziCuritibaParaná;['96'];[3];[2];[2];690000;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-mossungue-bairros-curitiba-com-garagem-95m2-venda-RS690000-id-2532057568/
APARTAMENTO COM 3 QUARTOS;Rua Pedro CollereCuritibaParaná;['126'];[3];[2];[2];595000;467;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-85m2-venda-RS595000-id-2537226677/
Apartamento para venda tem 87 metros quadrados com 3 quartos em Cristo Rei - Curitiba - Paraná;Rua Atílio BórioCuritibaParaná;['123'];[3];[2];[1];380000;636;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cristo-rei-bairros-curitiba-com-garagem-87m2-venda-RS380000-id-2467847984/
APARTAMENTO COM 3 QUARTOS NO ÁGUA VERDE;Rua AmazonasCuritibaParaná;['86'];[3];[2];[2];500000;388;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-71m2-venda-RS500000-id-2536865902/
Apartamento de 155 metros quadrados no bairro Juvevê com 4 quartos;Rua Marechal MalletCuritibaParaná;['155'];[4];[3];[1];430000;800;https://www.vivareal.com.br/imovel/apartamento-4-quartos-juveve-bairros-curitiba-com-garagem-155m2-venda-RS430000-id-2427747237/
Apartamento para venda tem 94 metros quadrados com 3 quartos em Vila Izabel - Curitiba;Rua Professor Álvaro JorgeCuritibaParaná;['173'];[3];[3];[2];750000;600;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-94m2-venda-RS750000-id-2507202740/
APARTAMENTO COM 3 QUARTOS NO BAIRRO BIGORRILHO;Rua Mário BurigoCuritibaParaná;['100'];[3];[2];[1];440000;537;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bigorrilho-bairros-curitiba-com-garagem-64m2-venda-RS440000-id-2536565412/
Apartamento à venda por R$ 699.990,00 - Centro - Curitiba/PR;Rua Doutor PedrosaCuritibaParaná;['114'];[2];[2];[1];699990;800;https://www.vivareal.com.br/imovel/apartamento-2-quartos-centro-bairros-curitiba-com-garagem-114m2-venda-RS699990-id-2531218873/
Apartamento para venda com 58 metros quadrados com 3 quartos em Cabral - Curitiba - PR;Rua Coronel Amazonas MarcondesCuritibaParaná;['64'];[3];[1];[1];314000;633;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-58m2-venda-RS314000-id-2532429299/
Apartamento para venda tem 177 m2 com 4 quartos sendo uma suíte - Centro - Curitiba - PR;Rua Lamenha LinsCuritibaParaná;['250'];[4];[4];[2];898000;990;https://www.vivareal.com.br/imovel/apartamento-4-quartos-centro-bairros-curitiba-com-garagem-177m2-venda-RS898000-id-2502426503/
Apartamento para venda possui 36 metros quadrados com 1 quarto em Centro - Curitiba - PR;Rua Nilo CairoCuritibaParaná;['50'];[1];[1];[1];220000;345;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-com-garagem-36m2-venda-RS220000-id-2537560781/
Apartamento para venda possui 53 metros quadrados com 2 quartos em Água Verde - Curitiba - Paraná;Avenida República ArgentinaCuritibaParaná;['126'];[2];[1];[1];270000;595;https://www.vivareal.com.br/imovel/apartamento-2-quartos-portao-bairros-curitiba-com-garagem-53m2-venda-RS270000-id-2530671601/
Apartamento no Água Verde - ARYA 1;Avenida Silva JardimCuritibaParaná;['277'];[3];[3];[2];890000;1400;https://www.vivareal.com.br/imovel/apartamento-3-quartos-agua-verde-bairros-curitiba-com-garagem-200m2-venda-RS890000-id-2521901007/
Curitiba - Apartamento Padrão - Bacacheri;;['215'];[3];[4];[2];1350000;830;https://www.vivareal.com.br/imovel/apartamento-3-quartos-bacacheri-bairros-curitiba-com-garagem-131m2-venda-RS1350000-id-2520039445/
Apartamento para venda tem 41 metros quadrados com 1 quarto em São Francisco - Curitiba - PR;Rua Presidente Carlos CavalcantiCuritibaParaná;['52'];[1];[1];[1];235000;220;https://www.vivareal.com.br/imovel/apartamento-1-quartos-sao-francisco-bairros-curitiba-com-garagem-41m2-venda-RS235000-id-2537408259/
APARTAMENTO MOBILIADO. 3 quartos. 1 suíte. 2 vagas. 103 m² privativos. Piso aquecido nos banheiros.;Rua GuararapesCuritibaParaná;['123'];[3];[2];[2];1149449;650;https://www.vivareal.com.br/imovel/apartamento-3-quartos-vila-izabel-bairros-curitiba-com-garagem-103m2-venda-RS1149449-id-2527677375/
oportunidade apto 3 suites + 1 home office 3vagas 117m²;Rua Doutor Manoel PedroCuritibaParaná;['150'];[3];[4];[3];880000;0;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-117m2-venda-RS880000-id-2496150697/
Vila Izabel, Apartamento com 2 dormits, (1 suite), 2 vagas.;Rua Professor Ulisses VieiraCuritibaParaná;['138'];[2];[2];[2];581800;10;https://www.vivareal.com.br/imovel/apartamento-2-quartos-vila-izabel-bairros-curitiba-com-garagem-68m2-venda-RS581800-id-2530831101/
Edifício Orbit;Rua Doutor PedrosaCuritibaParaná;['95'];[1];[1];[];390000;650;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-50m2-venda-RS390000-id-2527990568/
EDIFÍCIO GREEN CENTER RESIDENCE;Rua Treze de MaioCuritibaParaná;['49'];[1];[1];[0];370000;400;https://www.vivareal.com.br/imovel/apartamento-1-quartos-centro-bairros-curitiba-34m2-venda-RS370000-id-2537084126/
PARQUE ECOVILLE | FACE NORTE - 88m² - 02 vagas;Rua Monsenhor Ivo ZanlorenziCuritibaParaná;['144'];[2];[2];[2];650000;550;https://www.vivareal.com.br/imovel/apartamento-2-quartos-ecoville-bairros-curitiba-com-garagem-88m2-venda-RS650000-id-2533362340/
Apartamento - Rebouças - Curitiba;Rua Doutor Pamphilo d'AssumpçãoCuritibaParaná;['120'];[2];[2];[2];349500;288;https://www.vivareal.com.br/imovel/apartamento-2-quartos-reboucas-bairros-curitiba-com-garagem-66m2-venda-RS349500-id-2531852169/
Apartamento para venda tem 92 metros quadrados com 2 quartos em Seminário - Curitiba - PR;Rua Álvaro AlvimCuritibaParaná;['115'];[2];[2];[2];852412;100;https://www.vivareal.com.br/imovel/apartamento-2-quartos-seminario-bairros-curitiba-com-garagem-92m2-venda-RS852412-id-2534592384/
Apartamento á venda com 66 m2 privátivos com 2 dormitórios, 1 suíte Santa Quitéria - Curitiba - PR;Rua Coronel Pretextato Pena Forte Taborda RibasCuritibaParaná;[];[2];[2];[2];471072;420;https://www.vivareal.com.br/imovel/apartamento-2-quartos-santa-quiteria-bairros-curitiba-com-garagem-66m2-venda-RS471072-id-2531958671/
Apartamento Duplex com 3 dormitórios, 140 m² - venda por R$ 1.200.000,00 ou aluguel por R$ 10.000,00;Rua Doutor Manoel PedroCuritibaParaná;['200'];[3];[3];[2];10000;1100;https://www.vivareal.com.br/imovel/apartamento-3-quartos-cabral-bairros-curitiba-com-garagem-140m2-venda-RS1200000-id-2530382377/
Apartamento para venda tem 79 metros quadrados com 2 quartos em Juvevê - Curitiba - PR;Rua Bom JesusCuritibaParaná;['85'];[2];[2];[1];625000;0;https://www.vivareal.com.br/imovel/apartamento-2-quartos-juveve-bairros-curitiba-com-garagem-79m2-venda-RS625000-id-2537001195/
